x,y,z
47218.76018,27204.60494,10
47120.35069,27223.55177,10
47020.18138,27225.89765,10
46993.74002,27222.51652,10
46967.85126,27216.48191,10
46942.4742,27208.15504,10
46917.56794,27197.8971,10
46893.09156,27186.06932,10
46869.00416,27173.03291,10
46845.26484,27159.14907,10
46821.8327,27144.77902,10
46798.66682,27130.28397,10
46775.7263,27116.02513,10
46714.65478,27076.93885,10
46654.98811,27035.6553,10
46596.67569,26992.35385,10
46539.66693,26947.21389,10
46483.91125,26900.41479,10
46429.35805,26852.13592,10
46375.95675,26802.55668,10
46323.65675,26751.85643,10
46272.40745,26700.21456,10
46222.15829,26647.81043,10
-33727.3539,84780.24005,20
-33673.31445,85080.00347,20
-33590.75705,85371.55609,20
-33506.45013,85659.94688,20
-33431.00673,85869.73007,20
-33354.9946,86182.09888,20
-33280.39352,86412.38635,20
-33193.39378,86606.80982,20
-33079.37124,86801.17083,20
-32993.61533,86967.90256,20
-32879.91146,87134.31561,20
-32794.94793,87270.33708,20
-32561.98024,87546.5067,20
-32124.1882,87980.9118,20
-31681.48377,88270.98128,20
-31406.58296,88446.81244,20
-31123.35775,88607.28454,20
-30922.95024,88707.04901,20
-30807.86199,88762.44974,20
-30746.07812,88796.82634,20
-30613.7757,88856.87784,20
-30502.69188,88895.92867,20
-30413.17738,88923.73659,20
-30327.51568,88956.86837,20
-30219.35344,88984.13234,20
-30081.50802,88985.27618,20
-29966.31666,88984.37092,20
-29864.29711,88977.2653,20
-29753.07661,88971.67541,20
-29641.53839,88956.97356,20
-29542.93391,88930.39732,20
-29442.45773,88894.81117,20
-29368.89294,88841.05038,20
-29314.9034,88758.40543,20
-29276.77121,88652.92471,20
-29250.77847,88530.65663,20
-29233.20728,88397.64959,20
-29220.33973,88259.95199,20
-29208.45794,88123.61225,20
-29193.84399,87994.67876,20
-29172.77998,87879.19993,20
-29052.42623,87292.82547,20
-28964.44038,86700.32252,20
-28900.2907,86103.33545,20
-28851.44548,85503.50863,20
-28809.373,84902.48641,20
-28765.54154,84301.91317,20
-28711.41939,83703.43328,20
-28638.47482,83108.69109,20
-28538.17613,82519.33099,20
-28401.99159,81936.99733,20
-28372.08011,81839.90842,20
-28336.53741,81744.79949,20
-28296.65586,81651.20986,20
-28253.72778,81558.6788,20
-28209.04553,81466.74562,20
-28163.90145,81374.94962,20
-28119.58789,81282.8301,20
-28077.39719,81189.92634,20
-28038.62169,81095.77766,20
-28004.55376,80999.92334,20
-27677.49434,79838.19284,20
-27422.91898,78653.53449,20
-27283.2947,77360.5206,20
-27297.26117,75731.35482,20
-27391.1247,74374.62126,20
-27429.97572,73500.00138,20
-27271.13193,72888.82475,20
-26913.26902,72001.22782,20
-26055.62139,70558.26836,20
-25329.19836,69238.56264,20
-25045.11736,68704.0499,20
-24731.14665,68185.31696,20
-24389.87717,67682.25398,20
-24023.89985,67194.75111,20
-23635.80562,66722.69849,20
-23228.18543,66265.98627,20
-22803.63021,65824.50461,20
-22364.73089,65398.14364,20
-21914.07841,64986.79353,20
-21454.26371,64590.34441,20
-21089.38883,64296.87566,20
-20712.48196,64017.96397,20
-20324.62599,63753.20631,20
-19926.90383,63502.19967,20
-19520.39841,63264.54101,20
-19106.19262,63039.82731,20
-18685.36939,62827.65555,20
-18259.01162,62627.6227,20
-17828.20222,62439.32573,20
-17394.02411,62262.36162,20
-16258.08325,61842.11586,20
-15106.80927,61466.08997,20
-13942.27655,61129.75649,20
-12766.5595,60828.58796,20
-11581.7325,60558.05694,20
-10389.86994,60313.63598,20
-9193.046236,60090.79761,20
-7993.335769,59885.01439,20
-6792.812936,59691.75887,20
-5593.552135,59506.50359,20
-4511.405159,59344.18454,20
-3426.097386,59189.53689,20
-2338.163923,59046.53431,20
-1248.139875,58919.15049,20
-156.5603506,58811.35909,20
936.0395396,58727.1338,20
2044.661408,58692.53822,20
3117.794982,58720.00138,20
4212.110275,58720.00138,20
5305.940628,58705.36719,20
5668.597225,58698.95388,20
6027.127714,58698.39817,20
6423.747197,58720.00138,20
6807.343464,58737.18903,20
7192.685557,58764.58667,20
7590.671288,58816.56681,20
7980.770599,58873.93546,20
8437.174016,58937.61284,20
8864.418931,58999.85651,20
9299.570401,59058.47764,20
9621.478827,59098.96191,20
9954.845868,59137.54933,20
10253.73638,59172.99748,20
10575.60454,59209.94983,20
10852.36012,59240.3518,20
11193.65386,59277.08264,20
11577.37094,59316.86214,20
11922.37243,59354.93672,20
12248.45952,59388.68876,20
12633.90229,59424.9162,20
13089.75973,59476.32426,20
13509.61017,59575.63222,20
13925.05152,59695.16061,20
14337.37593,59829.19359,20
14747.8756,59972.01528,20
15163.39009,60107.13574,20
15568.56937,60261.16136,20
15967.80068,60435.03711,20
16324.06935,60617.71538,20
16720.87953,60828.05693,20
17209.15725,61057.95913,20
17707.80256,61293.62987,20
18148.72401,61500.52507,20
18751.91253,61740.89051,20
19310.18441,61914.07056,20
19931.36142,62054.15625,20
20485.85139,62153.79514,20
21023.05254,62286.00824,20
21551.62608,62435.97995,20
22096.08404,62559.28019,20
22629.50328,62617.95213,20
23244.40375,62645.20542,20
23717.90635,62652.39726,20
24321.34668,62670.58163,20
24929.50828,62677.76373,20
25305.55246,62676.23767,20
25718.03916,62676.92472,20
26041.7601,62677.90486,20
26311.1369,62685.05973,20
26621.53057,62701.97331,20
27157.23456,62729.57993,20
27899.28163,62803.30315,20
28688.12778,62927.25165,20
29749.44817,63031.0493,20
30449.68448,63110.01231,20
31407.89753,63335.97509,20
32007.30126,63549.88638,20
32767.13444,63987.01229,20
33534.19401,64403.67008,20
34313.01218,64786.3999,20
34494.42106,64869.61808,20
34675.98599,64952.52836,20
34857.75307,65035.01158,20
35039.76836,65116.94856,20
35222.07794,65198.22013,20
35404.72788,65278.70711,20
35587.76427,65358.29033,20
35771.23318,65436.85063,20
35955.18069,65514.26882,20
36139.65287,65590.42573,20
36656.46987,65800.45746,20
37174.20696,66008.38551,20
37692.93783,66213.92075,20
38212.73617,66416.77407,20
38733.67568,66616.65636,20
39255.83003,66813.2785,20
39779.27293,67006.35137,20
40304.07807,67195.58586,20
40826.3469,67400.36177,20
41323.91958,67617.85492,20
41456.00695,67675.62058,20
41598.48925,67740.99882,20
41735.81815,67806.43581,20
41873.02954,67861.56601,20
42028.57161,67942.25753,20
42160.68836,68002.59989,20
42313.62435,68080.74409,20
42482.0793,68163.86541,20
42598.824,68232.11415,20
42702.50892,68285.0496,20
42795.85767,68335.52587,20
42874.98572,68379.7104,20
42957.27133,68423.32015,20
43028.26084,68463.65298,20
43131.73974,68518.30902,20
43235.38616,68587.65683,20
43333.02186,68645.31823,20
43469.12418,68726.0509,20
43628.32157,68819.64207,20
43743.26824,68888.03781,20
43917.34456,68989.34452,20
44351.25124,69243.00556,20
44770.22045,69475.28621,20
45211.7617,69711.2278,20
45642.43965,69939.45663,20
46112.45199,70180.95105,20
46549.89675,70401.2661,20
46972.66575,70651.78888,20
47377.10733,70919.32793,20
47755.86862,71238.84754,20
48237.54258,71677.88158,20
48710.31275,72129.57935,20
49172.15232,72594.17515,20
49621.03449,73071.90328,20
50054.93243,73562.99803,20
50471.81934,74067.6937,20
50869.6684,74586.22458,20
51246.45281,75118.82498,20
51600.14574,75665.72918,20
51928.7204,76227.17148,20
52145.49442,76674.89425,20
52319.09044,77141.62596,20
52460.55633,77622.47002,20
52580.94,78112.52979,20
52691.28934,78606.90868,20
52802.65223,79100.71005,20
52926.07657,79589.03731,20
53072.61026,80066.99383,20
53253.30118,80529.683,20
53479.19722,80972.2082,20
53610.56239,81171.15046,20
53759.8644,81356.63801,20
53922.93896,81531.83344,20
54095.6218,81699.89934,20
54273.74865,81863.99828,20
54453.15522,82027.29286,20
54629.67724,82192.94567,20
54799.15044,82364.11927,20
54957.41052,82543.97626,20
55100.29323,82735.67923,20
55339.15379,83112.85285,20
55558.38289,83501.22382,20
55761.37971,83898.84683,20
55951.54344,84303.77652,20
56132.27329,84714.06756,20
56306.96843,85127.77462,20
56479.02805,85542.95236,20
56651.85136,85957.65545,20
56828.83754,86369.93854,20
57013.38579,86777.85631,20
57117.39792,87030.00122,20
57205.79274,87295.17421,20
57285.1679,87567.83621,20
57362.12106,87842.44814,20
57443.24987,88113.47094,20
57535.152,88375.36553,20
57644.4251,88622.59284,20
57777.66683,88849.6138,20
57941.47484,89050.88935,20
58142.44679,89220.8804,20
58277.79243,89322.91962,20
58419.41499,89423.56231,20
58538.11641,89506.90699,20
58716.43468,89609.97176,20
58884.88276,89707.98455,20
59119.74595,89819.80926,20
59250.83131,89878.87643,20
59501.46191,89985.61861,20
59736.11145,90066.23681,20
60030.30459,90149.03444,20
60397.03325,90200.88914,20
60929.40126,90257.37465,20
61570.93045,90286.55056,20
62397.67466,90329.25353,20
62945.02582,90328.22542,20
63403.17352,90276.08464,20
64000.02428,90160.00138,20
64463.57096,90008.55759,20
65324.11795,89586.91993,20
66226.48222,89175.2314,20
67446.41121,88817.76058,20
68724.20704,88407.92504,20
69987.95671,87913.82482,20
71242.734,87374.54668,20
72493.61269,86829.17739,20
73745.66656,86316.80371,20
75003.9694,85876.51241,20
76273.59498,85547.39025,20
77559.61709,85368.524,20
78867.10952,85379.00042,20
79494.44255,85448.92674,20
80089.76748,85521.2171,20
80859.6646,85630.59558,20
81463.33988,85751.75896,20
82071.75701,85872.86827,20
82818.12046,86030.34443,20
83443.29629,86165.49006,20
83872.00959,86331.33065,20
84177.65097,86517.54443,20
84522.74109,86836.09758,20
84760.59882,87108.44872,20
84981.42751,87343.05427,20
85255.11948,87638.70917,20
85475.28085,87871.3153,20
85658.24728,88056.19242,20
85792.47903,88182.70856,20
85931.93925,88351.84732,20
86095.21688,88530.19944,20
86261.02764,88722.75009,20
86410.18784,88910.74813,20
86515.86033,89028.10497,20
86636.08279,89173.75073,20
86660.6704,89202.99714,20
86698.69016,89245.51975,20
86770.2167,89344.56989,20
86838.32006,89430.56191,20
86906.42343,89516.55394,20
86963.46632,89586.16791,20
87026.84705,89669.3156,20
87097.73302,89761.91835,20
193113.8954,9748.976014,20
193094.653,9595.714628,20
193072.1264,9442.622769,20
193046.1541,9289.905056,20
193016.5751,9137.766111,20
192983.2281,8986.410559,20
192945.9519,8836.043023,20
192904.5853,8686.868125,20
192858.967,8539.09049,20
192808.9357,8392.914738,20
192754.3304,8248.545494,20
192677.3304,8080.857698,20
192584.9735,7921.880353,20
192479.7291,7770.279953,20
192364.0667,7624.722994,20
192240.4559,7483.875971,20
192111.3661,7346.405382,20
191979.2669,7210.977721,20
191846.6278,7076.259485,20
191715.9184,6940.917167,20
191589.608,6803.617267,20
191378.2452,6570.12565,20
191163.1141,6340.148947,20
190944.8796,6113.066876,20
190724.2068,5888.259154,20
190501.7606,5665.1055,20
190278.2061,5442.985635,20
190054.2083,5221.279272,20
189830.4322,4999.366131,20
189607.5428,4776.625932,20
189386.205,4552.438391,20
75768.0373,129733.1553,35
75205.29591,129705.6974,35
74642.32327,129681.419,35
74079.2185,129658.9575,35
73516.0807,129636.9502,35
72953.00897,129614.0346,35
72390.1024,129588.848,35
71827.46011,129560.0278,35
71265.18118,129526.2113,35
70703.36472,129486.036,35
70142.10983,129438.1391,35
69904.0925,129414.1395,35
69666.44604,129386.8727,35
69429.105,129356.9152,35
69192.00392,129324.8436,35
68955.07735,129291.2346,35
68718.25985,129256.6647,35
68481.48595,129221.7106,35
68244.69021,129186.9489,35
68007.80718,129152.9562,35
67770.77139,129120.3091,35
352125.5156,98415.89089,15
351923.6542,98242.06823,15
351720.7956,98069.34996,15
351517.3673,97897.26276,15
351313.7964,97725.33334,15
351110.5105,97553.08837,15
350907.9368,97380.05456,15
350706.5029,97205.7586,15
350506.636,97029.72717,15
350308.7634,96851.48697,15
350113.3127,96670.56468,15
349918.1639,96483.30496,15
349726.4069,96292.58516,15
349537.2349,96099.22678,15
349349.8412,95904.05137,15
349163.4193,95707.88042,15
348977.1623,95511.53546,15
348790.2637,95315.83801,15
348601.9167,95121.60959,15
348411.3146,94929.67171,15
348217.6508,94740.84589,15
348127.6802,94654.99403,15
348037.4931,94569.36818,15
347947.0972,94483.96158,15
347856.5,94398.76748,15
347765.7089,94313.77913,15
347674.7317,94228.98977,15
347583.5757,94144.39265,15
347492.2486,94059.98101,15
347400.7579,93975.74808,15
347309.1111,93891.68714,15
-47425.3038,139978.7528,50
-47499.9985,139893.803,50
-47574.80647,139808.9521,50
-47649.73118,139724.2038,50
-47724.77608,139639.5616,50
-47799.94463,139555.0291,50
-47875.2403,139470.6099,50
-47950.66652,139386.3077,50
-48026.22676,139302.126,50
-48101.92449,139218.0684,50
-48177.76315,139134.1385,50
-48524.57076,138754.9741,50
-48874.8479,138379.0354,50
-49227.92355,138005.6975,50
-49583.12669,137634.3354,50
-49939.78628,137264.3242,50
-50297.23129,136895.0389,50
-50654.7907,136525.8546,50
-51011.79348,136156.1464,50
-51367.56859,135785.2893,50
-51721.44502,135412.6584,50
-52321.9377,134780.9164,50
-52925.94982,134152.2601,50
-53531.73004,133525.1387,50
-54137.52705,132898.0015,50
-54741.58953,132269.2978,50
-55342.16614,131637.4768,50
-55937.50557,131000.9878,50
-56525.8565,130358.2802,50
-57105.46758,129707.8031,50
-57674.58752,129048.0058,50
-58124.08386,128498.3802,50
-58557.61116,127935.6688,50
-58979.6815,127363.6012,50
-59394.80694,126785.9068,50
-59807.49953,126206.315,50
-60222.27136,125628.5554,50
-60643.63447,125056.3574,50
-61076.10095,124493.4505,50
-61524.18284,123943.5642,50
-61992.39223,123410.428,50
-62077.06149,123321.1876,50
-62164.40939,123234.6347,50
-62253.94561,123150.276,50
-62345.17978,123067.6179,50
-62437.62158,122986.1671,50
-62530.78065,122905.43,50
-62624.16666,122824.9132,50
-62717.28926,122744.1233,50
-62809.6581,122662.5668,50
-62900.78286,122579.7502,50
-63155.76097,122340.903,50
-63408.49795,122099.5555,50
-63659.83183,121856.6477,50
-63910.60067,121613.1198,50
-64161.64249,121369.9117,50
-64413.79535,121127.9635,50
-64667.89727,120888.2152,50
-64924.7863,120651.6069,50
-65185.30048,120419.0786,50
-65450.27785,120191.5704,50
-65731.87267,119952.5625,50
-66012.95993,119711.2897,50
-66294.82059,119470.0606,50
-66578.73562,119231.1836,50
-66865.98597,118996.9674,50
-67157.8526,118769.7206,50
-67455.61647,118551.7517,50
-67760.55855,118345.3693,50
-68073.9598,118152.8819,50
-68397.10116,117976.5982,50
-69057.39797,117652.9012,50
-69729.877,117349.3239,50
-70413.40101,117067.3265,50
-71038.02807,116779.8756,50
-71770.02025,116423.8301,50
-72512.74415,115981.4944,50
-73154.37455,115523.8333,50
-73809.06893,114910.2463,50
-74716.55971,113982.1073,50
-75341.30534,113594.7977,50
-75999.97572,113340.0014,50
-76488.31582,113402.2321,50
-76891.26023,113490.9842,50
-77327.89253,113646.187,50
-78345.39426,114059.3726,50
-79341.32725,114443.1062,50
-80720.19488,115181.6792,50
-81582.02694,115719.3851,50
-82301.71242,116132.6907,50
-82912.78399,116551.2975,50
-83282.71371,116955.6386,50
-83537.3799,117430.5937,50
-83702.0901,117961.5318,50
-83802.15184,118533.8223,50
-83862.87266,119132.8343,50
-83909.5601,119743.937,50
-83967.52169,120352.4996,50
-84062.06498,120943.8912,50
-84218.4975,121503.4812,50
-84462.1268,122016.6385,50
-84610.76421,122227.602,50
-84782.50736,122419.3623,50
-84972.12769,122596.3465,50
-85174.39664,122762.9819,50
-85384.08564,122923.6959,50
-85595.96615,123082.9156,50
-85804.8096,123245.0684,50
-86005.38744,123414.5815,50
-86192.4711,123595.8821,50
-86360.83203,123793.3977,50
-86689.95266,124253.6097,50
-86994.31867,124729.8857,50
-87277.60858,125219.7336,50
-87543.50094,125720.6612,50
-87795.67427,126230.1766,50
-88037.80711,126745.7876,50
-88273.57799,127265.0023,50
-88506.66544,127785.3285,50
-88740.74799,128304.2741,50
-88979.50418,128819.3472,50
-89536.00313,130036.5697,50
-90065.79006,131265.9624,50
-90576.28278,132504.1218,50
-91074.89906,133747.644,50
-91569.05671,134993.1255,50
-92066.17352,136237.1624,50
-92573.66728,137476.3512,50
-93098.95579,138707.2882,50
-93649.45684,139926.5696,50
-94232.58822,141130.7918,50
-94588.44703,141910.0189,50
-94912.49394,142733.4546,50
-95222.35357,143579.9823,50
-95535.65055,144428.4861,50
-95870.0095,145257.8495,50
-96243.05503,146046.9564,50
-96672.41177,146774.6905,50
-97175.70434,147419.9357,50
-97770.55734,147961.5756,50
-98474.59542,148378.494,50
-99365.84987,148684.3804,50
-100289.6402,148823.6944,50
-101237.9381,148818.4886,50
-102202.7153,148690.8159,50
-103175.9435,148462.729,50
-104149.5942,148156.2806,50
-105115.6393,147793.5235,50
-106066.0504,147396.5104,50
-106992.7992,146987.2939,50
-107887.8573,146587.927,50
-108466.6609,146298.6518,50
-109017.4009,145962.263,50
-109545.7009,145588.0179,50
-110057.1845,145185.1738,50
-110557.4754,144762.9881,50
-111052.1973,144330.7181,50
-111546.9738,143897.6213,50
-112047.4284,143472.955,50
-112559.1848,143065.9765,50
-113087.8667,142685.9431,50
-113956.705,142131.8341,50
-114850.1945,141613.3088,50
-115760.1664,141118.8709,50
-116678.4515,140637.0241,50
-117596.8808,140156.2719,50
-118507.2852,139665.1182,50
-119401.4958,139152.0664,50
-120271.3435,138605.6204,50
-121108.6593,138014.2837,50
-121905.274,137366.5601,50
-122818.7287,136511.2644,50
-123680.6368,135606.3009,50
-124499.2412,134659.7727,50
-125282.7847,133679.783,50
-126039.5101,132674.4348,50
-126777.6604,131651.831,50
-127505.4784,130620.0749,50
-128231.2069,129587.2693,50
-128963.0889,128561.5175,50
-129709.3671,127550.9225,50
-129837.6003,127378.3522,50
-129963.4266,127203.9961,50
-130087.5154,127028.3526,50
-130210.5362,126851.9204,50
-130333.1586,126675.1979,50
-130456.0521,126498.6838,50
-130579.8861,126322.8765,50
-130705.3302,126148.2747,50
-130833.0539,125975.3769,50
-130963.7267,125804.6816,50
-132340.0281,124070.6159,50
-133739.8562,122355.7071,50
-135159.0594,120656.5746,50
-136593.4858,118969.8377,50
-138038.9837,117292.116,50
-139491.4013,115620.0286,50
-140946.587,113950.1951,50
-142400.3888,112279.2348,50
-143848.6551,110603.7672,50
-145287.2341,108920.4115,50
-51205.54921,152915.3152,60
-51332.36753,152814.002,60
-51459.31962,152712.8548,60
-51586.41157,152611.8824,60
-51713.64947,152511.0935,60
-51841.03939,152410.4967,60
-51968.58743,152310.1009,60
-52096.29968,152209.9146,60
-52224.18222,152109.9466,60
-52352.24114,152010.2057,60
-52480.48252,151910.7004,60
-52567.84416,151844.0679,60
-52656.022,151778.4802,60
-52744.74727,151713.5958,60
-52833.75117,151649.073,60
-52922.76495,151584.5701,60
-53011.5198,151519.7456,60
-53099.74696,151454.2578,60
-53187.17763,151387.765,60
-53273.54304,151319.9257,60
-53358.57441,151250.3981,60
-54716.31249,149996.3138,60
-55995.30235,148618.2584,60
-57223.91409,147163.2593,60
-58430.51781,145678.3434,60
-59643.48359,144210.538,60
-60891.18154,142806.8701,60
-62201.98175,141514.367,60
-63604.25431,140380.0559,60
-65126.36931,139450.9637,60
-66796.69685,138774.1177,60
-67530.06884,138600.8991,60
-68279.08329,138516.8417,60
-69039.07071,138512.7522,60
-69805.36161,138579.4369,60
-70573.28649,138707.7022,60
-71338.17586,138888.3546,60
-72095.36024,139112.2005,60
-72840.17013,139370.0464,60
-73567.93603,139652.6986,60
-74273.98845,139950.9637,60
-74987.0389,140291.3661,60
-75677.84685,140676.7307,60
-76347.06406,141102.6126,60
-76995.34225,141564.5668,60
-77623.33316,142058.1484,60
-78231.68852,142578.9124,60
-78821.06008,143122.4139,60
-79392.09956,143684.2077,60
-79945.4587,144259.8491,60
-80481.78924,144844.893,60
-80740.03898,145145.889,60
-80985.41651,145457.7259,60
-81218.78125,145779.2661,60
-81440.99266,146109.3721,60
-81652.91014,146446.9062,60
-81855.39313,146790.731,60
-82049.30107,147139.7089,60
-82235.49337,147492.7023,60
-82414.82948,147848.5735,60
-82588.16882,148206.1852,60
-82841.72704,148770.4612,60
-83072.40432,149344.0369,60
-83284.3503,149925.2324,60
-83481.71464,150512.3682,60
-83668.647,151103.7644,60
-83849.29703,151697.7416,60
-84027.81438,152292.6198,60
-84208.34871,152886.7195,60
-84395.04968,153478.361,60
-84592.06693,154065.8646,60
-84660.07903,154271.7156,60
-84723.2877,154479.8396,60
-84783.84624,154689.2292,60
-84843.90793,154898.8771,60
-84905.62609,155107.7758,60
-84971.154,155314.9179,60
-85042.64496,155519.2963,60
-85122.25227,155719.9034,60
-85212.12923,155915.7319,60
-85314.42913,156105.7744,60
-85393.06119,156231.2195,60
-85478.56085,156351.8991,60
-85569.93019,156468.4567,60
-85666.17132,156581.5356,60
-85766.28632,156691.7789,60
-85869.27729,156799.83,60
-85974.14633,156906.3321,60
-86079.89553,157011.9286,60
-86185.52699,157117.2627,60
-86290.0428,157222.9778,60
-86817.15916,157758.3527,60
-87349.25698,158289.2784,60
-87886.6943,158815.088,60
-88429.82916,159335.1145,60
-88979.01958,159848.6911,60
-89534.6236,160355.1509,60
-90096.99926,160853.8269,60
-90666.50459,161344.0523,60
-91243.49763,161825.1602,60
-91828.33641,162296.4837,60
-92014.40128,162450.7251,60
-92198.62686,162613.3253,60
-92382.67499,162779.5129,60
-92568.20751,162944.5167,60
-92756.88626,163103.5655,60
-92950.37309,163251.8879,60
-93150.32983,163384.7126,60
-93358.41833,163497.2684,60
-93576.30042,163584.7839,60
-93805.63795,163642.488,60
-93965.58221,163659.0675,60
-94125.40824,163654.8856,60
-94284.9373,163632.9804,60
-94443.99068,163596.3897,60
-94602.38966,163548.1516,60
-94759.95553,163491.304,60
-94916.50956,163428.8851,60
-95071.87305,163363.9326,60
-95225.86726,163299.4847,60
-95378.31349,163238.5793,60
-95485.36737,163193.4748,60
-95589.75392,163142.436,60
-95692.14672,163086.9644,60
-95793.21937,163028.5613,60
-95893.64545,162968.728,60
-95994.09856,162908.9659,60
-96095.25229,162850.7763,60
-96197.78021,162795.6607,60
-96302.35594,162745.1203,60
-96409.65305,162700.6565,60
-98158.14474,162081.8247,60
-99926.86329,161525.7266,60
-101712.816,161023.8959,60
-103513.0102,160567.8664,60
-105324.4532,160149.1717,60
-107144.1523,159759.3455,60
-108969.1148,159389.9217,60
-110796.3481,159032.434,60
-112622.8593,158678.416,60
-114445.6559,158319.4015,60
-114531.8899,158304.4676,60
-114618.98,158293.1469,60
-114706.6131,158284.1911,60
-114794.4761,158276.3521,60
-114882.2559,158268.3817,60
-114969.6392,158259.0317,60
-115056.313,158247.0537,60
-115141.964,158231.1997,60
-115226.2793,158210.2214,60
-115308.9455,158182.8706,60
-115531.1969,158089.9068,60
-115746.9137,157983.3919,60
-115956.9976,157865.3443,60
-116162.35,157737.7823,60
-116363.8723,157602.7242,60
-116562.4659,157462.1884,60
-116759.0324,157318.1933,60
-116954.4731,157172.7571,60
-117149.6895,157027.8981,60
-117345.5831,156885.6348,60
-118264.8999,156231.4788,60
-119185.7232,155576.2472,60
-120104.3352,154916.3292,60
-121017.0182,154248.1138,60
-121920.0546,153567.9902,60
-122809.7265,152872.3475,60
-123682.3163,152157.5747,60
-124534.1061,151420.061,60
-125361.3783,150656.1956,60
-126160.4151,149862.3674,60
-126399.7191,149602.0807,60
-126626.764,149331.4186,60
-126843.8187,149052.2915,60
-127053.152,148766.6098,60
-127257.0329,148476.2836,60
-127457.7301,148183.2233,60
-127657.5125,147889.3392,60
-127858.649,147596.5417,60
-128063.4085,147306.7409,60
-128274.0597,147021.8473,60
-128918.6328,146166.6756,60
-129558.0657,145307.0001,60
-130195.3299,144445.3423,60
-130833.397,143584.2233,60
-131475.2387,142726.1642,60
-132123.8264,141873.6864,60
-132782.1318,141029.3111,60
-133453.1264,140195.5594,60
-134139.7818,139374.9527,60
-134845.0695,138570.012,60
-135176.4065,138212.1159,60
-135516.9168,137863.1125,60
-135864.8125,137521.2593,60
-136218.3053,137184.8142,60
-136575.6072,136852.0347,60
-136934.9298,136521.1785,60
-137294.4851,136190.5034,60
-137652.485,135858.2669,60
-138007.1412,135522.7267,60
-138356.6657,135182.1405,60
-139198.4652,134320.4811,60
-140020.1953,133436.6794,60
-140829.4286,132539.2028,60
-141633.7373,131636.5184,60
-142440.694,130737.0935,60
-143257.8708,129849.3955,60
-144092.8403,128981.8916,60
-144953.1747,128143.0491,60
-145846.4465,127341.3351,60
-146780.2281,126585.2171,60
-147078.1587,126361.9703,60
-147381.7792,126143.9943,60
-147691.1518,125932.8429,60
-148006.3388,125730.0702,60
-148327.4025,125537.2301,60
-148654.4049,125355.8764,60
-148987.4085,125187.5632,60
-149326.4755,125033.8443,60
-149671.668,124896.2736,60
-150023.0483,124776.4051,60
-150251.5208,124701.6131,60
-150489.2818,124620.5934,60
-150733.1656,124540.0595,60
-150980.0061,124466.7247,60
-151226.6378,124407.3023,60
-151469.8947,124368.5058,60
-151706.6109,124357.0486,60
-151933.6208,124379.6439,60
-152147.7584,124443.0053,60
-152345.858,124553.846,60
-152598.6177,124694.9927,60
-152944.1543,124880.3351,60
-153376.2631,125121.8787,60
-153732.0059,125330.5764,60
-154233.5032,125656.0468,60
-154537.9464,125876.9497,60
-154860.8432,126162.0133,60
-155227.7704,126511.5295,60
-155517.6755,126885.7476,60
-155738.1191,127182.4332,60
-155999.9757,127610.0014,60
-156428.3121,128481.9922,60
-156637.9993,129135.81,60
-156752.2916,129692.0323,60
-156878.7316,130537.3753,60
-156939.3058,131710.0014,60
-156944.5336,132355.2582,60
-156829.2673,133357.6934,60
-155450.6612,140102.5282,60
-155502.4411,141317.2937,60
-155708.0885,142468.1825,60
-156134.3198,144061.4242,60
-156436.4382,145255.3184,60
-156729.322,146351.2994,60
-157032.74,147426.6975,60
-157414.5661,148567.0367,60
-157786.0722,149710.0527,60
-158137.7216,150858.2451,60
-158459.9776,152014.1138,60
-158743.3036,153180.1585,60
-159102.2368,155076.4541,60
-159361.9734,156994.7306,60
-159553.3581,158927.7268,60
-159707.2351,160868.1814,60
-159854.4491,162808.8333,60
-160025.8444,164742.4211,60
-160252.2656,166661.6838,60
-160564.5571,168559.3601,60
-160993.5633,170428.1888,60
-161570.1287,172260.9086,60
-161742.1765,172712.0464,60
-161929.6636,173160.595,60
-162133.469,173604.0357,60
-162354.4721,174039.8496,60
-162593.552,174465.518,60
-162851.5878,174878.522,60
-163129.4589,175276.3428,60
-163428.0444,175656.4616,60
-163748.2234,176016.3596,60
-164090.8752,176353.5179,60
-164311.8677,176540.5385,60
-164546.0994,176710.4585,60
-164791.7881,176864.9687,60
-165047.152,177005.7604,60
-165310.4089,177134.5246,60
-165579.7768,177252.9522,60
-165853.4737,177362.7344,60
-166129.7175,177465.5621,60
-166406.7263,177563.1266,60
-166682.718,177657.1187,60
-167440.3684,177875.4711,60
-168213.8491,178035.8931,60
-168998.7754,178154.0147,60
-169790.7623,178245.4656,60
-170585.4251,178325.8757,60
-171378.3789,178410.875,60
-172165.2389,178516.0934,60
-172941.6202,178657.1607,60
-173703.138,178849.7068,60
-174445.4074,179109.3616,60
-174644.6464,179198.8666,60
-174837.5367,179300.634,60
-175025.0174,179412.7591,60
-175208.0272,179533.3374,60
-175387.505,179660.4644,60
-175564.3896,179792.2354,60
-175739.6199,179926.7459,60
-175914.1348,180062.0912,60
-176088.8731,180196.3668,60
-176264.7736,180327.6682,60
-176810.0371,180732.6248,60
-177349.5635,181145.1046,60
-177884.3653,181563.78,60
-178415.455,181987.3233,60
-178943.845,182414.4069,60
-179470.5476,182843.7031,60
-179996.5753,183273.8844,60
-180522.9404,183703.6232,60
-181050.6555,184131.5918,60
-181580.7329,184556.4626,60
265848.4935,97516.58726,15
265897.4521,97312.38276,15
