0.0,41666.66666030881,11
5000.0,41352.201251983584,11
10000.0,40754.7169761658,11
14999.999999046297,39465.4087982178,11
19984.276728630008,37201.257858276396,11
24984.27672767639,33962.26414871219,11
29984.27672767639,29559.74842453,11
34984.27672767639,25314.465404510498,11
39984.27672767639,20754.7169761658,11
44984.27672672269,16761.006282806396,11
49984.27672672269,11100.628929138198,11
54984.27672672269,7798.742137908892,11
59952.830184936494,8207.54716873169,11
64952.830184936494,8207.54716873169,11
69952.8301849365,8144.654087066694,11
74952.8301849365,8207.54716873169,11
79952.83018398288,8050.3144607543945,11
84952.83018398282,8396.226413726792,11
89952.83018398288,12893.081760406494,11
94952.83018398282,16509.433959960894,11
99952.8301830292,21006.2893028259,11
104952.8301830292,26100.6289253235,11
109952.8301830292,31352.2012519837,11
114952.8301830292,35251.5723266602,11
119937.10691165921,38867.9245262146,11
124937.10691165921,41666.66666030881,11
129937.10691070548,43018.867919921904,11
134937.10691070548,44905.66036987299,11
139937.10691070548,45503.144649505586,11
144937.10691070548,46603.7735786438,11
149937.10690975192,47767.29559326169,11
154937.10690975192,48207.54716491699,11
159905.6603689194,48962.26414489749,11
164905.66036796567,50471.698108673096,11
169905.66036796567,52672.9559707641,11
174905.66036796567,55471.698108673096,11
179905.66036796567,58113.207542419404,11
0.0,39968.55345535278,12
5000.0,39402.5157203674,12
10000.0,38616.35219573969,12
14999.999999046297,37452.8301811218,12
19984.276728630008,35503.1446495056,12
24984.27672767639,31761.006286621094,12
29984.27672767639,27547.169807434097,12
34984.27672767639,21949.685531616196,12
39984.27672767639,17955.974838256792,12
44984.27672672269,13647.798740386992,12
49984.27672672269,9402.515720367388,12
53600.628927230806,8742.138362884492,12
179905.66036796567,56572.32703781131,12
174905.66036796567,53962.26414489749,12
169905.66036796567,51761.006286621094,12
164905.66036796567,48113.207542419404,12
159905.6603689194,46855.345909118594,12
154937.10690975192,46509.43395996091,12
149937.10690975192,45754.7169761658,12
144937.10691070548,44716.9811248779,12
139937.10691070548,43867.9245223999,12
134937.10691070548,43710.691818237305,12
129937.10691070548,41352.201251983584,12
124937.10691165921,39150.94338989261,12
119937.10691165921,37452.8301811218,12
114952.8301830292,33301.886787414594,12
109952.8301830292,28553.459114074692,12
104952.8301830292,23710.69181823729,12
99952.8301830292,19245.28301620479,12
94952.83018398282,14905.660373687788,12
89952.83018398288,10754.716979980498,12
85990.56603336331,9308.176097869888,12
0.0,38459.11949157721,13
5000.0,37452.8301811218,13
10000.0,36603.7735786438,13
14999.999999046297,35157.2327003479,13
19984.276728630008,32515.72326660159,13
24984.27672767639,28647.798736572295,13
29984.27672767639,25408.8050270081,13
34984.27672767639,20000.0,13
39984.27672767639,16761.006282806396,13
44984.27672672269,12201.257862091094,13
49984.27672672269,8396.226413726792,13
54984.27672672269,7044.025154113799,13
59952.830184936494,7358.490562438994,13
64952.830184936494,7358.490562438994,13
69952.8301849365,6698.113204956098,13
74952.8301849365,6698.113204956098,13
79952.83018398288,6540.880500793501,13
84952.83018398282,6855.345909118594,13
89952.83018398288,8993.710689544692,13
94952.83018398282,12106.918235778794,13
99952.8301830292,17861.635215759292,13
104952.8301830292,22798.742134094195,13
109952.8301830292,26257.8616294861,13
114952.8301830292,29056.603771209688,13
119937.10691165921,32610.062889099092,13
124937.10691165921,35408.8050270081,13
129937.10691070548,36918.238986968994,13
134937.10691070548,40062.89307785028,13
139937.10691070548,41257.861629486084,13
144937.10691070548,42767.29559326169,13
149937.10690975192,44402.515716552705,13
154937.10690975192,44968.55345535278,13
159905.6603689194,45314.4654045105,13
164905.66036796567,46918.238986968994,13
169905.66036796567,50471.698108673096,13
174905.66036796567,52610.06288909909,13
179905.66036796567,55314.4654045105,13
7955.9748430252075,25754.7169761658,14
10000.0,25251.572326660098,14
12044.025156974705,24496.85534286499,14
179905.66036796567,42264.150939941406,14
174905.66036796567,39811.32074737549,14
169905.66036796567,37515.72326660159,14
164905.66036796567,35251.5723266602,14
159905.6603689194,32704.402511596694,14
154937.10690975192,31352.2012519837,14
149937.10690975192,30251.572322845488,14
144937.10691070548,29811.3207511902,14
139937.10691070548,29213.8364753723,14
134937.10691070548,28553.459114074692,14
129937.10691070548,27610.062889099092,14
124937.10691165921,26100.6289253235,14
119937.10691165921,22358.490562438994,14
114952.8301830292,21194.9685516358,14
109952.8301830292,19056.603771209688,14
104952.8301830292,16446.5408744812,14
99952.8301830292,13207.547164916992,14
94952.83018398282,8805.03144073479,14
89952.83018398288,5849.056602477998,14
84952.83018398282,3993.7106895446923,14
79952.83018398288,3993.7106895446923,14
74952.8301849365,4402.5157241821435,14
69952.8301849365,5157.232700347915,14
64952.830184936494,5754.716976165801,14
59952.830184936494,5943.3962249756005,14
54984.27672672269,6006.289306640596,14
49984.27672672269,7201.257858276396,14
44984.27672672269,8553.45911788939,14
39984.27672767639,9654.0880508423,14
34984.27672767639,11194.968551635699,14
29984.27672767639,12955.974838256792,14
24984.27672767639,16100.6289253235,14
19984.276728630008,20345.9119491577,14
14999.999999046297,23207.547164916992,14
5000.0,26446.5408744812,14
0.0,26855.345909118696,14
54984.27672672269,7798.742137908892,12
59952.830184936494,8207.54716873169,12
62452.830184936494,8207.54716873169,12
67452.8301849365,8176.100627899199,12
69952.8301849365,8144.654087066694,12
74952.8301849365,8207.54716873169,12
79952.83018398288,8050.3144607543945,12
84952.83018398282,8396.226413726792,12
